 -742.500    	  29.5000    	  18.0000    	          NaN	          NaN	          NaN	          NaN	  42.4000    	          NaN	          NaN	          NaN	  20.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  31.5000    	          NaN	          NaN	          NaN	  12.7000    	          NaN	          NaN	          NaN	          NaN	  29.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  21.3000    	          NaN	          NaN	          NaN	  14.5000    	          NaN	          NaN
 -741.500    	  37.8000    	  50.8000    	          NaN	          NaN	          NaN	          NaN	  24.1000    	          NaN	          NaN	          NaN	  28.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  45.9000    	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	  53.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  22.9000    	          NaN	          NaN	          NaN	  26.9000    	          NaN	          NaN
 -740.500    	  45.7000    	  46.1000    	          NaN	          NaN	          NaN	          NaN	  69.8000    	          NaN	          NaN	          NaN	  55.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  63.2000    	          NaN	          NaN	          NaN	  57.1000    	          NaN	          NaN	          NaN	          NaN	  27.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  46.0000    	          NaN	          NaN	          NaN	  26.2000    	          NaN	          NaN
 -739.500    	  71.6000    	  45.8000    	          NaN	          NaN	          NaN	          NaN	  49.3000    	          NaN	          NaN	          NaN	  55.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  45.4000    	          NaN	          NaN	          NaN	  69.8000    	          NaN	          NaN	          NaN	          NaN	  75.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  95.0000    	          NaN	          NaN	          NaN	  79.8000    	          NaN	          NaN
 -738.500    	  60.7000    	  38.9000    	          NaN	          NaN	          NaN	          NaN	  41.1000    	          NaN	          NaN	          NaN	  50.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  51.5000    	          NaN	          NaN	          NaN	  28.7000    	          NaN	          NaN	          NaN	          NaN	  82.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  6.90000    	          NaN	          NaN	          NaN	  60.9000    	          NaN	          NaN
 -737.500    	  15.7000    	  17.4000    	          NaN	          NaN	          NaN	          NaN	  26.4000    	          NaN	          NaN	          NaN	  26.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  23.7000    	          NaN	          NaN	          NaN	  22.1000    	          NaN	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  24.1000    	          NaN	          NaN	          NaN	  38.0000    	          NaN	          NaN
 -736.500    	  64.3000    	  45.3000    	          NaN	          NaN	          NaN	          NaN	  88.9000    	          NaN	          NaN	          NaN	  66.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  103.200    	          NaN	          NaN	          NaN	  85.6000    	          NaN	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  80.0000    	          NaN	          NaN	          NaN	  54.7000    	          NaN	          NaN
 -735.500    	  12.2000    	  7.90000    	          NaN	          NaN	          NaN	          NaN	  10.2000    	          NaN	          NaN	          NaN	  17.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  4.20000    	          NaN	          NaN	          NaN	  9.40000    	          NaN	          NaN	          NaN	          NaN	  4.30000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  12.4000    	          NaN	          NaN	          NaN	  5.90000    	          NaN	          NaN
 -734.500    	  131.800    	  123.500    	          NaN	          NaN	          NaN	          NaN	  94.7000    	          NaN	          NaN	          NaN	  83.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  73.8000    	          NaN	          NaN	          NaN	  69.8000    	          NaN	          NaN	          NaN	          NaN	  54.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  47.2000    	          NaN	          NaN	          NaN	  50.8000    	          NaN	          NaN
 -733.500    	  80.8000    	  77.0000    	          NaN	          NaN	          NaN	          NaN	  60.5000    	          NaN	          NaN	          NaN	  58.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  51.0000    	          NaN	          NaN	          NaN	  50.8000    	          NaN	          NaN	          NaN	          NaN	  65.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  48.3000    	          NaN	          NaN	          NaN	  29.0000    	          NaN	          NaN
 -732.500    	  37.8000    	  28.6000    	          NaN	          NaN	          NaN	          NaN	  63.0000    	          NaN	          NaN	          NaN	  42.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  49.5000    	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	  54.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  56.1000    	          NaN	          NaN	          NaN	  53.3000    	          NaN	          NaN
 -731.500    	  60.7000    	  60.4000    	          NaN	          NaN	          NaN	          NaN	  91.4000    	          NaN	          NaN	          NaN	  83.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  44.5000    	          NaN	          NaN	          NaN	  60.2000    	          NaN	          NaN	          NaN	          NaN	  48.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  56.0000    	          NaN	  52.8000    	          NaN	          NaN	          NaN	  43.2000    	          NaN	          NaN
 -730.500    	  20.3000    	  33.4000    	          NaN	          NaN	          NaN	          NaN	  39.6000    	          NaN	          NaN	          NaN	  45.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  36.7000    	          NaN	          NaN	          NaN	  31.7000    	          NaN	          NaN	          NaN	          NaN	  33.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  48.7000    	          NaN	  59.7000    	          NaN	          NaN	          NaN	  19.4000    	          NaN	          NaN
 -729.500    	  16.0000    	  27.4000    	          NaN	          NaN	          NaN	          NaN	  29.7000    	          NaN	          NaN	          NaN	  23.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  35.6000    	          NaN	          NaN	          NaN	  12.7000    	          NaN	          NaN	          NaN	          NaN	  39.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  17.4000    	          NaN	  31.5000    	          NaN	          NaN	          NaN	  16.8000    	          NaN	          NaN
 -728.500    	  55.9000    	  55.6000    	          NaN	          NaN	          NaN	          NaN	  52.3000    	          NaN	          NaN	          NaN	  56.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  50.6000    	          NaN	          NaN	          NaN	  50.8000    	          NaN	          NaN	          NaN	          NaN	  68.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  55.3000    	          NaN	  48.3000    	          NaN	          NaN	          NaN	  40.7000    	          NaN	          NaN
 -727.500    	  109.700    	  85.5000    	          NaN	          NaN	          NaN	          NaN	  83.6000    	          NaN	          NaN	          NaN	  90.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  88.0000    	          NaN	          NaN	          NaN	  63.5000    	          NaN	          NaN	          NaN	          NaN	  39.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  62.3000    	          NaN	  37.3000    	          NaN	          NaN	          NaN	  34.5000    	          NaN	          NaN
 -726.500    	  19.3000    	  41.6000    	          NaN	          NaN	          NaN	          NaN	  36.8000    	          NaN	          NaN	          NaN	  40.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  57.9000    	          NaN	          NaN	          NaN	  22.1000    	          NaN	          NaN	          NaN	          NaN	  23.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  23.3000    	          NaN	  22.4000    	          NaN	          NaN	          NaN	  21.2000    	          NaN	          NaN
 -725.500    	  77.7000    	  79.5000    	          NaN	          NaN	          NaN	          NaN	  40.4000    	          NaN	          NaN	          NaN	  53.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  21.5000    	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	  56.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  39.8000    	          NaN	  39.6000    	          NaN	          NaN	          NaN	  45.9000    	          NaN	          NaN
 -724.500    	  21.6000    	  27.6000    	          NaN	          NaN	          NaN	          NaN	  37.6000    	          NaN	          NaN	          NaN	  8.40000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  9.20000    	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	  14.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  24.2000    	          NaN	  56.1000    	          NaN	          NaN	          NaN	  27.4000    	          NaN	          NaN
 -723.500    	  37.8000    	  59.7000    	          NaN	          NaN	          NaN	          NaN	  87.9000    	          NaN	          NaN	          NaN	  75.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  59.6000    	          NaN	          NaN	          NaN	  76.2000    	          NaN	          NaN	          NaN	          NaN	  80.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  44.1000    	          NaN	  77.7000    	          NaN	          NaN	          NaN	  55.2000    	          NaN	          NaN
 -722.500    	  63.5000    	  49.9000    	          NaN	          NaN	          NaN	          NaN	  64.0000    	          NaN	          NaN	          NaN	  84.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  64.9000    	          NaN	          NaN	          NaN	  54.1000    	          NaN	          NaN	          NaN	          NaN	  68.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  59.3000    	          NaN	  100.800    	          NaN	          NaN	          NaN	  60.9000    	          NaN	          NaN
 -721.500    	  28.7000    	  39.5000    	          NaN	          NaN	          NaN	          NaN	  28.7000    	          NaN	          NaN	          NaN	  34.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  24.8000    	          NaN	          NaN	          NaN	  34.8000    	          NaN	          NaN	          NaN	          NaN	  66.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  59.0000    	          NaN	  46.5000    	          NaN	          NaN	          NaN	  55.7000    	          NaN	          NaN
 -720.500    	  85.6000    	  63.6000    	          NaN	          NaN	          NaN	          NaN	  66.5000    	          NaN	          NaN	          NaN	  50.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  77.7000    	          NaN	          NaN	          NaN	  47.5000    	          NaN	          NaN	          NaN	          NaN	  43.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  30.0000    	          NaN	  31.7000    	          NaN	          NaN	          NaN	  26.4000    	          NaN	          NaN
 -719.500    	  83.3000    	  43.0000    	          NaN	          NaN	          NaN	          NaN	  93.7000    	          NaN	          NaN	          NaN	  101.600    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  70.5000    	          NaN	          NaN	          NaN	  85.6000    	          NaN	          NaN	          NaN	          NaN	  77.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  86.3000    	          NaN	  95.2000    	          NaN	          NaN	          NaN	  64.3000    	          NaN	          NaN
 -718.500    	  111.300    	  97.6000    	          NaN	          NaN	          NaN	          NaN	  158.500    	          NaN	          NaN	          NaN	  99.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  84.1000    	          NaN	          NaN	          NaN	  133.300    	          NaN	          NaN	          NaN	          NaN	  82.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  106.600    	          NaN	  102.400    	          NaN	          NaN	          NaN	  52.3000    	          NaN	          NaN
 -717.500    	  26.4000    	  36.0000    	          NaN	          NaN	          NaN	          NaN	  19.0000    	          NaN	          NaN	          NaN	  20.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  10.3000    	          NaN	          NaN	          NaN	  16.0000    	          NaN	          NaN	          NaN	          NaN	  26.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  22.6000    	          NaN	  14.7000    	          NaN	          NaN	          NaN	  11.4000    	          NaN	          NaN
 -716.500    	  34.5000    	  24.2000    	          NaN	          NaN	          NaN	          NaN	  29.5000    	          NaN	          NaN	          NaN	  26.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  22.6000    	          NaN	          NaN	          NaN	  25.4000    	          NaN	          NaN	          NaN	          NaN	  51.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  23.7000    	          NaN	  19.3000    	          NaN	          NaN	          NaN	  16.8000    	          NaN	          NaN
 -715.500    	  34.5000    	  30.1000    	          NaN	          NaN	          NaN	          NaN	  33.5000    	          NaN	          NaN	          NaN	  36.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  34.7000    	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	  45.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  40.9000    	          NaN	  27.9000    	          NaN	          NaN	          NaN	  29.6000    	          NaN	          NaN
 -714.500    	  96.3000    	  79.5000    	          NaN	          NaN	          NaN	          NaN	  71.9000    	          NaN	          NaN	          NaN	  104.400    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  61.8000    	          NaN	          NaN	          NaN	  57.1000    	          NaN	          NaN	          NaN	          NaN	  79.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  57.0000    	          NaN	  69.1000    	          NaN	          NaN	          NaN	  45.3000    	          NaN	          NaN
 -713.500    	  37.8000    	  28.8000    	          NaN	          NaN	          NaN	          NaN	  81.8000    	          NaN	          NaN	          NaN	  57.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  39.6000    	          NaN	          NaN	          NaN	  22.1000    	          NaN	          NaN	          NaN	          NaN	  51.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  54.1000    	          NaN	  50.8000    	          NaN	          NaN	          NaN	  28.3000    	          NaN	          NaN
 -712.500    	  100.300    	  130.000    	          NaN	          NaN	          NaN	          NaN	  127.500    	          NaN	          NaN	          NaN	  124.500    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  74.1000    	          NaN	          NaN	          NaN	  123.700    	          NaN	          NaN	          NaN	          NaN	  118.100    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  100.400    	          NaN	  67.1000    	          NaN	          NaN	          NaN	  57.2000    	          NaN	          NaN
 -711.500    	  22.9000    	  15.5000    	          NaN	          NaN	          NaN	          NaN	  13.7000    	          NaN	          NaN	          NaN	  15.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  14.5000    	          NaN	          NaN	          NaN	  9.40000    	          NaN	          NaN	          NaN	          NaN	  14.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  9.80000    	          NaN	  17.0000    	          NaN	          NaN	          NaN	  9.30000    	          NaN	          NaN
 -710.500    	  111.000    	  138.800    	          NaN	          NaN	          NaN	          NaN	  82.5000    	          NaN	          NaN	          NaN	  57.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  69.0000    	          NaN	          NaN	          NaN	  54.1000    	          NaN	          NaN	          NaN	          NaN	  57.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  58.0000    	          NaN	  48.5000    	          NaN	          NaN	          NaN	  45.9000    	          NaN	          NaN
 -709.500    	  77.5000    	  56.1000    	          NaN	          NaN	          NaN	          NaN	  79.2000    	          NaN	          NaN	          NaN	  70.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  65.4000    	          NaN	          NaN	          NaN	  54.1000    	          NaN	          NaN	          NaN	          NaN	  52.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  52.9000    	          NaN	  47.8000    	          NaN	          NaN	          NaN	  33.2000    	          NaN	          NaN
 -708.500    	  49.0000    	  51.1000    	          NaN	          NaN	          NaN	          NaN	  82.0000    	          NaN	          NaN	          NaN	  105.700    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  79.6000    	          NaN	          NaN	          NaN	  98.3000    	          NaN	          NaN	          NaN	          NaN	  72.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  72.1000    	          NaN	  97.3000    	          NaN	          NaN	          NaN	  44.3000    	          NaN	          NaN
 -707.500    	  33.0000    	  26.2000    	          NaN	          NaN	          NaN	          NaN	  41.4000    	          NaN	          NaN	          NaN	  39.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  18.4000    	          NaN	          NaN	          NaN	  25.4000    	          NaN	          NaN	          NaN	          NaN	  17.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  14.7000    	          NaN	  22.4000    	          NaN	          NaN	          NaN	  10.9000    	          NaN	          NaN
 -706.500    	  29.2000    	  30.0000    	          NaN	          NaN	          NaN	          NaN	  35.8000    	          NaN	          NaN	          NaN	  35.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  52.9000    	          NaN	          NaN	          NaN	  31.7000    	          NaN	          NaN	          NaN	          NaN	  39.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  25.6000    	          NaN	  27.4000    	          NaN	          NaN	          NaN	  15.0000    	          NaN	          NaN
 -705.500    	  36.3000    	  36.3000    	          NaN	          NaN	          NaN	          NaN	  52.8000    	          NaN	          NaN	          NaN	  48.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  57.3000    	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	  54.1000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  61.1000    	          NaN	  35.3000    	          NaN	          NaN	          NaN	  39.4000    	          NaN	          NaN
 -704.500    	  28.4000    	  24.2000    	          NaN	          NaN	          NaN	          NaN	  58.4000    	          NaN	          NaN	          NaN	  33.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  42.6000    	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	  58.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  55.7000    	          NaN	  69.1000    	          NaN	          NaN	          NaN	  48.5000    	          NaN	          NaN
 -703.500    	  50.5000    	  42.3000    	          NaN	          NaN	          NaN	          NaN	  31.2000    	          NaN	          NaN	          NaN	  22.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  14.2000    	          NaN	          NaN	          NaN	  25.4000    	          NaN	          NaN	          NaN	          NaN	  22.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  34.6000    	          NaN	  46.5000    	          NaN	          NaN	          NaN	  18.7000    	          NaN	          NaN
 -702.500    	  33.3000    	  31.1000    	          NaN	          NaN	          NaN	          NaN	  29.2000    	          NaN	          NaN	          NaN	  45.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  42.9000    	          NaN	          NaN	          NaN	  31.7000    	          NaN	          NaN	          NaN	          NaN	  38.6000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  29.4000    	          NaN	  54.9000    	          NaN	          NaN	          NaN	  41.9000    	          NaN	          NaN
 -701.500    	  98.8000    	  65.1000    	          NaN	          NaN	          NaN	          NaN	  30.0000    	          NaN	          NaN	          NaN	  124.500    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  25.3000    	          NaN	          NaN	          NaN	  120.600    	          NaN	          NaN	          NaN	          NaN	  30.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  66.3000    	          NaN	  49.5000    	          NaN	          NaN	          NaN	  35.0000    	          NaN	          NaN
 -700.500    	  40.4000    	  56.5000    	          NaN	          NaN	          NaN	          NaN	  35.3000    	          NaN	          NaN	          NaN	  34.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  65.1000    	          NaN	          NaN	          NaN	  50.8000    	          NaN	          NaN	          NaN	          NaN	  30.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  40.4000    	          NaN	  37.6000    	          NaN	          NaN	          NaN	  38.6000    	          NaN	          NaN
 -699.500    	  32.3000    	  35.2000    	          NaN	          NaN	          NaN	          NaN	  27.2000    	          NaN	          NaN	          NaN	  32.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  36.5000    	          NaN	          NaN	          NaN	  25.4000    	          NaN	          NaN	          NaN	          NaN	  24.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  40.6000    	          NaN	  36.8000    	          NaN	          NaN	          NaN	  21.5000    	          NaN	          NaN
 -698.500    	  52.8000    	  64.8000    	          NaN	          NaN	          NaN	          NaN	  43.7000    	          NaN	          NaN	          NaN	  45.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  57.3000    	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	  51.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  48.2000    	          NaN	  29.0000    	          NaN	          NaN	          NaN	  55.2000    	          NaN	          NaN
 -697.500    	  93.5000    	  129.900    	          NaN	          NaN	          NaN	          NaN	  97.3000    	          NaN	          NaN	          NaN	  63.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  86.8000    	          NaN	          NaN	          NaN	  44.4000    	          NaN	          NaN	          NaN	          NaN	  56.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  16.3000    	          NaN	  16.3000    	          NaN	          NaN	          NaN	  29.8000    	          NaN	          NaN
 -696.500    	  60.5000    	  45.2000    	          NaN	          NaN	          NaN	          NaN	  125.700    	          NaN	          NaN	          NaN	  149.900    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  117.500    	          NaN	          NaN	          NaN	  111.000    	          NaN	          NaN	          NaN	          NaN	  96.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  77.8000    	          NaN	  100.800    	          NaN	          NaN	          NaN	  49.0000    	          NaN	          NaN
 -695.500    	  24.9000    	  15.8000    	          NaN	          NaN	          NaN	          NaN	  28.7000    	          NaN	          NaN	          NaN	  27.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  28.7000    	          NaN	          NaN	          NaN	  22.1000    	          NaN	          NaN	          NaN	          NaN	  33.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  13.7000    	          NaN	  23.6000    	          NaN	          NaN	          NaN	  9.30000    	          NaN	          NaN
 -694.500    	  39.6000    	  25.3000    	          NaN	          NaN	          NaN	          NaN	  36.1000    	          NaN	          NaN	          NaN	  62.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  35.1000    	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	  17.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  28.3000    	          NaN	  35.1000    	          NaN	          NaN	          NaN	  18.9000    	          NaN	          NaN
 -693.500    	  37.1000    	  13.6000    	          NaN	          NaN	          NaN	          NaN	  20.8000    	          NaN	          NaN	          NaN	  38.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  39.2000    	          NaN	          NaN	          NaN	  31.7000    	          NaN	          NaN	          NaN	          NaN	  26.7000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  33.9000    	          NaN	  36.6000    	          NaN	          NaN	          NaN	  19.7000    	          NaN	          NaN
 -692.500    	  30.7000    	  37.0000    	          NaN	          NaN	          NaN	          NaN	  41.1000    	          NaN	          NaN	          NaN	  59.2000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  37.8000    	          NaN	          NaN	          NaN	  38.1000    	          NaN	          NaN	          NaN	          NaN	  32.8000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  16.6000    	          NaN	  41.9000    	          NaN	          NaN	          NaN	  21.2000    	          NaN	          NaN
 -691.500    	  47.2000    	  56.5000    	          NaN	          NaN	          NaN	          NaN	  70.1000    	          NaN	          NaN	          NaN	  60.5000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  69.9000    	          NaN	          NaN	          NaN	  79.5000    	          NaN	          NaN	          NaN	          NaN	  106.200    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  43.6000    	          NaN	  44.4000    	          NaN	          NaN	          NaN	  52.3000    	          NaN	          NaN
 -690.500    	  59.4000    	  50.0000    	          NaN	          NaN	          NaN	          NaN	  42.4000    	          NaN	          NaN	          NaN	  41.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  45.7000    	          NaN	          NaN	          NaN	  79.5000    	          NaN	          NaN	          NaN	          NaN	  57.9000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  90.7000    	          NaN	  66.0000    	          NaN	          NaN	          NaN	  60.6000    	          NaN	          NaN
 -689.500    	  57.4000    	  72.4000    	          NaN	          NaN	          NaN	          NaN	  51.3000    	          NaN	          NaN	          NaN	  32.0000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  56.8000    	          NaN	          NaN	          NaN	  34.8000    	          NaN	          NaN	          NaN	          NaN	  56.4000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  33.0000    	          NaN	  40.1000    	          NaN	          NaN	          NaN	  38.0000    	          NaN	          NaN
 -688.500    	  41.7000    	  45.1000    	          NaN	          NaN	          NaN	          NaN	  88.1000    	          NaN	          NaN	          NaN	  97.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  82.1000    	          NaN	          NaN	          NaN	  72.9000    	          NaN	          NaN	          NaN	          NaN	  82.3000    	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	          NaN	  66.5000    	          NaN	  84.3000    	          NaN	          NaN	          NaN	  78.0000    	          NaN	          NaN
